id,word_representation,outwear,top,trousers,women dresses,women skirts
154,w146650 w107481 w342153 w66980 w34893 w338587 w146650 w398736 w34893 w142806 w290766 w322224 w15393 w311583 w101837 w234583 w276473 w217871 w188324 w250138,1,0,0,1,0
155,w194870 w83749 w256553 w218713 w286461 w221980 w230729 w111248 w181937 w22890 w121735 w356891 w250138 w373432 w323852,0,1,0,1,0
156,w237465 w53495 w372126 w47982 w66980 w189406 w71392 w217871 w127234 w141635 w339993 w221983 w217871 w204762 w150363 w381605 w264611 w209018 w177163 w342007 w103141 w318673 w45021 w380347 w201668,1,0,0,0,1
157,w142023 w186076 w309049 w373517 w6691 w275199 w374393 w286461 w62861 w500121 w135270 w51947 w111939 w186076 w5713 w195317 w356690 w398645 w286461 w198149 w135431 w288596 w155411 w257531 w48776 w171593 w197783,1,0,1,0,0
158,w112319 w66980 w194870 w167930 w260687 w195815 w500107 w39222 w207614 w194870 w316201 w87218 w236352 w82341 w374393 w34893 w26335 w74232 w392167 w34893 w386149 w204762 w150363 w236919 w15393,1,0,0,0,0
159,w256553 w182887 w145683 w337551 w381553 w286297 w323852 w186076 w240587 w217871 w207614 w39302 w282206 w247699 w105389 w186076 w148781,0,1,1,0,0
160,w325666 w256553 w61795 w90685 w66980 w254516 w240313 w257531 w111248 w164005 w105918 w261297 w239430 w174229 w280823 w250138,0,0,0,1,0
161,w279289 w395855 w286461 w308610 w111248 w236919 w217871 w3366 w294820 w33992 w217871 w111248 w181937 w277040 w90685 w500056 w223408,0,1,1,0,0
162,w500049 w302766 w311583 w129473 w500050 w338587 w74386 w69002 w156342 w75397 w217871 w195883 w380494 w241910 w153164 w79880,1,0,1,0,0
163,w194870 w393987 w39222 w174897 w195317 w271715 w286461 w82341 w89538 w236725 w176355 w135431 w112319 w165609 w256214 w384021 w69002 w1867 w120979 w275199 w374393 w316866 w138576 w15393 w322219 w195317 w357832 w186076 w66980 w189105,1,1,0,0,0
164,w318673 w141818 w376233 w250138 w125056 w28453 w225739 w253354 w311583 w204762 w150363 w279437 w69206 w25638 w342007,1,0,0,1,0
165,w29880 w215152 w84933 w101837 w70856 w320917 w500056 w275708 w270233 w177420 w41327 w151648 w155034 w152735 w279541 w48576 w334524 w217871 w279522 w43233 w186076 w399290 w279437 w22966 w268661 w71369 w135431 w230612 w4564 w109047,0,0,1,0,0
166,w195317 w34893 w388086 w268930 w234583 w47586 w145907 w34893 w76640 w197783 w143460 w186076 w192814 w92187 w314686,0,1,1,0,0
167,w292000 w69057 w209663 w262522 w138576 w250138 w207614 w255050 w254429 w233042 w311583 w358077 w386524 w500043 w292775 w267098 w314686,0,0,1,1,0
168,w247655 w292000 w342153 w186076 w194870 w141327 w161948 w66980 w34893 w500208 w354002 w8992 w7718 w500013 w197783 w193800 w300401 w198528 w33992 w217871 w254429 w39294 w225739 w172013 w34893 w308584,0,1,1,0,0
169,w173317 w39222 w207614 w553 w277040 w333024 w241910 w66980 w392147 w373260 w322219 w245476 w52265 w217871 w30555 w296675 w207614 w34893 w113598 w267311 w186076 w222433 w34893 w341569 w207476 w375088 w6645 w202665 w86171 w15393 w311583 w89538 w261144 w354002,1,0,1,0,0
170,w194870 w371640 w217871 w360297 w138511 w342007 w218713 w225739 w250693 w91672 w84391 w66980 w318673 w290970 w395130 w165609 w340323 w291358 w291358 w118125 w120979,1,1,0,0,0
171,w83749 w256553 w37419 w218713 w286461 w277040 w365489 w86889 w198528 w380494 w221983 w204762 w101681 w225970 w123032 w47554 w342007,1,0,0,0,1
172,w237465 w125056 w334211 w66980 w254516 w111411 w87179 w223408 w336329 w177163,0,0,1,0,0
173,w256897 w500001 w128292 w254516 w102910 w374393 w20297 w261113 w380347 w160343 w118125 w34893 w187596 w230612 w12685,0,1,1,0,0
174,w222897 w349239 w154688 w109047 w239661 w311583 w70440 w85032 w155034 w311583 w265585 w234775 w365489 w15393,1,0,1,0,0
175,w155034 w256553 w277040 w141311 w273956 w380494 w221983 w186076 w240587 w334524 w207614 w125224 w221983 w186076 w148781,0,0,0,0,1
176,w93366 w194870 w393987 w39222 w174897 w195317 w271715 w286461 w89538 w116919 w268930 w162756 w241910 w275199 w374393 w111248 w378065 w139689 w24134 w69002 w247466 w322219 w195317 w186076 w66980 w194870 w189105,1,0,1,0,0
177,w373517 w347736 w256905 w186076 w185000 w162965 w34893 w197783 w39082 w172011 w272605 w71240 w500058 w153315 w217871 w89538 w360226 w206393 w15393 w207614 w373517 w395130 w165609 w317619 w137817 w198149 w324819 w236725 w238507 w1867 w120979,1,1,0,0,0
178,w500049 w239044 w302766 w311583 w500050 w338587 w204762 w150363 w234517 w262851 w500009 w2372 w204762 w101681 w251288 w374393 w305202 w121255 w342007 w153164 w79880,1,0,0,0,0
179,w256897 w500001 w128292 w253354 w254516 w374393 w20297 w261113 w223173 w290610 w250138 w311583 w333524 w217871 w223408 w7678 w191644 w58822,1,0,0,1,0
180,w371004 w500024 w144920 w172251 w89538 w171137 w138576 w123298 w222757 w370005 w114650 w91800 w241910,1,0,1,0,0
181,w270233 w240587 w34504 w186076 w289586 w381553 w162965 w66980 w194870 w5260 w93366 w195317 w254429 w286461 w34893 w87179 w39218 w500580 w74767 w115724 w63426 w121255 w193800 w71240 w253354 w311583 w137643 w89000 w138576 w380494 w15393,1,0,0,0,0
182,w194870 w256553 w37419 w218713 w286461 w165492 w280823 w221983 w121255 w193800 w399139 w280823 w250138,0,0,0,1,1
183,w373517 w347736 w256905 w66217 w186076 w185000 w34893 w197783 w39082 w204762 w500015 w319646 w36882 w217871 w89538 w394246 w10271 w314686 w207614 w373517 w101153 w286596 w12685,0,1,1,0,0
184,w162834 w232128 w293558 w151648 w244532 w331536 w120979 w15393 w217871 w286596 w276473 w133070 w332548 w241910,1,0,1,0,0
185,w241163 w21643 w34893 w337134 w134152 w181937 w158353 w166407 w289292 w221983 w311583 w500061 w322219 w144920 w105773 w194870 w253067 w116919 w333024 w221983,0,0,0,0,1
186,w366000 w500157 w116919 w85858 w280823 w250138 w33587 w217871 w8992 w277040 w239430 w250138 w334392 w365489 w194870 w311583 w383674 w215985,0,0,0,1,0
187,w292000 w69057 w368663 w39138 w241440 w15393 w207614 w255050 w254429 w233042 w311583 w358077 w386524 w217871 w500043 w500058 w135431 w352671 w398523 w241910,1,0,1,0,0
188,w322219 w173688 w399554 w500005 w380494 w241910 w173688 w399554 w317619 w112319 w165609 w86171 w86517 w388493 w225279 w273391 w314686 w256905 w153164 w225436 w189406 w30992 w374393 w300222 w228165,0,0,1,0,0
189,w145683 w319927 w272605 w173257 w15393 w256905 w71369 w207614 w20434 w35857 w217871 w368487 w12685,1,0,1,0,0
190,w195317 w164832 w381413 w374393 w194870 w286461 w309353 w373517 w369717 w176441 w183524 w384021 w75397 w159743 w233699 w163007 w66980 w181470,1,0,0,0,0
191,w237465 w167111 w279437 w194870 w351537 w352190 w351789 w63426 w257789 w150520 w59496 w34893 w189307 w352013 w187552 w500453 w312826 w384901 w342007,1,0,0,0,1
192,w373517 w347736 w159941 w162965 w34893 w39218 w223408 w373432 w94172 w142655 w47586 w33992 w45765 w93366 w34893 w111248 w286596 w277040 w365489 w314686 w66980 w9543,0,1,1,0,0
193,w231505 w3366 w15393 w4545 w34893 w374708 w225739 w254516 w187397 w374393 w132739 w385444 w6645 w202665 w86171 w158337 w15393,1,0,0,0,0
194,w195317 w356690 w186076 w185000 w194870 w156065 w383444 w115724 w71240 w253354 w126631 w177163 w70969,1,0,1,0,0
195,w237465 w53495 w306061 w372126 w47982 w189406 w71392 w217871 w127234 w104709 w384021 w177163 w33992 w34893 w382662 w7678 w198528 w195883 w241910 w103141 w105773 w318673 w45021 w201668,0,1,1,0,0
196,w135216 w335611 w240417 w261297 w1867 w120979 w301033 w194870 w20160 w374393 w194870 w223736 w237465 w302460 w186076 w151648 w135431 w47554 w68311 w162756 w342007 w186076 w358094 w86534,1,1,0,0,0
197,w372212 w127707 w186076 w282945 w391575 w66980 w102910 w243058 w36882 w310983 w500080,1,1,0,0,0
198,w229673 w256553 w97300 w286461 w34893 w320917 w195003 w331536 w251321 w500091 w360424 w54861 w100527 w15393 w311583 w116057,1,0,0,0,0
199,w159784 w78540 w20297 w132739 w374393 w188283 w26950 w15393 w239332 w264542 w240587 w194870 w294269 w69057 w374393 w106327 w270233 w261113 w374393 w247655 w204698 w253845 w20297 w336139 w198149 w135431 w198149 w384027 w118603 w115724 w332345,1,0,1,0,0
200,w162834 w232128 w293558 w151648 w249178 w342007 w34893 w247037 w85858 w92187 w314686 w500158 w500159,1,0,1,0,0
201,w155034 w256553 w84517 w500479 w221983 w186076 w240587 w217871 w207614 w178244 w280823 w241910 w186076 w148781,0,0,1,0,1
202,w279522 w277627 w77842 w194870 w293558 w53573 w253354 w281031 w225739 w194870 w371196 w182664 w335583 w218713 w286461 w388086 w268930 w390301 w333024 w126631 w119716 w314686 w204762 w150363 w1867 w322396,0,1,1,0,0
203,w135270 w198315 w254516 w145451 w186648 w356891 w250138 w20297 w239332 w56311 w34893 w81629 w155657 w128745 w120979,0,1,0,1,0
204,w146650 w107481 w342153 w66980 w34893 w338587 w146650 w398736 w34893 w82660 w198528 w376672 w286297 w376233 w221983 w311583 w341569 w92187 w241910,0,0,1,0,1
205,w135431 w365489 w138576 w15393 w173688 w399554 w309676 w274154 w241910 w143460 w217871 w225739 w34893 w382355 w374393 w265585,1,0,1,0,0
206,w41024 w237465 w256553 w95569 w174897 w103096 w237465 w34504 w186076 w151648 w194870 w290970 w111248 w350868 w102910 w123557 w266998 w276473 w36882 w34893 w300670 w156065 w39218 w248755 w116919 w241910 w311583 w390708,0,1,1,0,0
207,w42169 w194870 w94172 w254516 w365724 w198528 w241910 w254429 w34893 w346100 w225739 w194870 w289829 w373432 w94172 w378972 w101837 w9692 w358149 w333652 w15393,1,0,1,0,0
208,w373517 w294269 w209913 w24292 w66980 w224831 w195317 w127737 w34893 w111248 w304742 w29380 w384021 w121255 w193800 w138132 w75397 w217871 w282874 w398280 w15393,1,0,0,0,0
209,w29880 w500010 w219120 w194870 w204762 w150422 w34275 w364234 w134784 w342007 w254429 w42500 w186076 w97583 w194870 w20297 w311583 w189406 w369089 w371640 w382355 w374393 w26335 w346100 w236919 w314686,1,0,1,0,0
210,w373517 w347736 w159941 w162965 w34893 w39218 w223408 w249618 w289292 w203493 w138576 w161352 w15393 w93366 w93366 w34893 w111248 w64626 w171593 w36882,1,1,0,0,0
211,w51013 w310983 w197783 w193800 w118125 w120979 w378979 w68504 w372126 w142139 w66801 w374393 w260975 w500035 w197783 w193800 w118125 w36882,0,1,0,0,0
212,w142023 w186076 w309049 w373517 w6691 w275199 w374393 w286461 w127717 w399554 w5348 w270473 w145577 w14299 w109047 w186076 w5713 w195317 w356690 w186076 w398645 w286461 w283349 w163007,1,0,1,0,0
213,w247655 w292000 w254429 w342153 w186076 w194870 w141327 w66980 w34893 w200253 w397626 w121255 w193800 w120979 w373385 w197783 w109047 w217871 w254429 w39294 w225739 w172013 w34893 w308584,0,1,1,0,0
214,w241163 w218210 w295366 w21643 w34893 w337134 w181937 w267845 w234583 w198528 w116515 w321998 w323852 w311583 w500061 w322219 w144920 w172251 w194870 w253067 w371438 w256214 w111939,1,0,0,0,0
215,w195317 w102200 w381413 w311583 w382662 w162564 w43656 w384021 w111939 w105773 w238644 w326377 w232128 w395350 w26791 w34893 w79931 w241910 w66980 w223408 w22890 w273510 w388448 w120979 w15393,1,0,1,0,0
216,w155918 w270091 w84391 w105773 w500031 w285847 w66980 w84933 w500032 w127737 w500033 w197783 w193800 w39218 w335875 w120979 w230409 w282136 w314231 w105773 w194130 w309486 w63426 w199772 w282514 w179270 w247466 w15393,1,1,0,0,0
217,w119784 w194870 w125704 w31180 w131051 w126729 w269012 w90685 w195317 w53573 w253354 w186076 w41128 w294269 w78494 w238644 w174897 w240625 w34893 w127941 w197783 w193800 w209018 w384021 w33992 w105773 w194870 w261801 w253067 w311583 w373517 w314861 w366053 w120979,0,1,0,0,0
218,w159784 w178072 w290610 w221983 w239332 w264542 w240587 w194870 w294269 w69057 w374393 w106327 w270233 w261113 w374393 w247655 w34893 w253845 w20297 w181937 w87594 w241910 w341569,0,0,1,0,1
219,w305957 w254429 w215751 w155034 w45765 w128292 w359340 w66980 w111411 w7718 w268661 w294820 w239044 w311583 w94486 w320917 w245065 w228840 w109047,0,1,1,0,0
220,w218210 w295366 w21643 w34893 w337134 w134152 w181937 w204762 w80179 w264084 w356405 w36882 w311583 w500061 w322219 w144920 w172251 w194870 w253067 w78540 w112211 w365001 w28646 w221983,0,1,0,0,1
221,w195317 w102200 w381413 w186076 w194870 w286461 w133277 w115724 w42402 w388301 w67411 w36882 w217871 w234583 w93366 w45765 w93366 w87179 w347032 w197783 w193800 w198149 w33992,0,1,0,0,0
222,w84933 w152440 w133512 w327517 w311583 w44231 w166786 w322532 w230612 w4564 w109047 w270233 w48576 w239332 w264542 w245977 w273956 w119716 w12685,0,0,1,0,0
223,w239044 w302766 w311583 w129473 w500050 w338587 w230090 w116919 w239430 w116515 w250138 w217871 w123032 w193306 w280823 w221983 w153164 w79880,0,0,0,0,1
224,w500006 w132739 w230090 w169083 w240417 w153315 w121255 w193800 w36882 w217559 w26791 w351537 w337134 w341569 w176246 w171593 w22890 w1867 w120979 w376233 w66980 w235890 w312941,0,1,0,0,0
225,w256897 w500001 w128292 w253354 w102910 w374393 w20297 w261113 w322224 w26335 w74232 w392167 w217871 w261297 w280823 w249337 w250138,1,0,0,1,0
226,w135270 w217871 w198315 w362316 w321998 w60883 w250138 w239332 w56311 w34893 w81629 w345945 w155657 w116919 w276703 w70969,0,0,1,1,0
227,w195317 w381413 w311583 w34893 w162756 w283853 w206393 w15393 w105773 w326377 w232128 w395350 w17904 w26791 w34893 w344365 w295346 w314686 w500047 w85858 w133837 w380494 w241910,1,0,1,0,0
228,w254516 w170130 w27377 w185790 w36882 w207614 w255050 w254429 w233042 w311583 w358077 w386524 w217871 w500043 w169083 w240417 w236919 w15393,1,1,0,0,0
229,w334904 w194870 w84309 w267845 w91800 w314686 w333968 w347760 w86889 w380494 w241910 w217871 w500012 w186457 w155034 w236731 w378209 w222856 w247037 w241910,0,0,1,0,0
230,w373517 w500078 w360699 w34893 w39218 w261297 w91800 w133070 w241910 w217871 w89538 w311823 w500073 w241910,0,0,1,0,0
231,w373517 w294269 w209913 w24292 w66980 w224831 w195317 w127737 w34893 w111248 w194638 w553 w75397 w217871 w204762 w272124 w500341 w311859 w94359,1,1,0,0,0
232,w398645 w225739 w34893 w385444 w6645 w202665 w86171 w158337 w241910 w72565 w40795 w331534 w120979 w183601 w160701 w61358 w322219 w139689 w24134 w378972 w101837 w9692 w358149 w333652 w15393,1,1,1,0,0
233,w194870 w236280 w256905 w66217 w207614 w172013 w169548 w195815 w256553 w37419 w286461 w89538 w164528 w390708 w116919 w255331 w314686 w111248 w198149 w333968 w394925 w187126 w241910 w357992 w279289 w378979 w335583 w66217 w207614 w194870 w384336 w236835,0,0,1,0,0
234,w342153 w343216 w376233 w221983 w124351 w500039 w250138 w237465 w256553 w218713 w194870 w115114 w186457 w107942,0,0,0,1,1
235,w261113 w500157 w27377 w207370 w396148 w256214 w71240 w33587 w217871 w150404 w280823 w221983 w311583 w225970 w71958 w390708 w334392 w194870 w5328 w311583 w383674 w215985,1,0,0,0,1
236,w195317 w205904 w321998 w194870 w158353 w286461 w121255 w193800 w71240 w360424 w48776 w121255 w193800 w120979,1,1,0,0,0
237,w183833 w124735 w163996 w15393 w42169 w377964 w8 w121802 w322219 w261297 w239430 w298189 w96414 w33992,1,1,0,0,0
238,w318673 w350483 w356690 w318673 w186076 w151648 w111248 w148641 w193800 w276473 w217871 w188324 w250138 w237465 w356690 w186076 w151648 w34893 w312941 w111613 w273956 w79536 w154850 w12685,0,0,1,1,0
239,w195317 w127737 w34893 w204762 w286712 w294820 w230346 w111248 w164528 w234583 w273956 w138132 w314686 w217871 w141432 w194870 w331946 w60036 w358693 w172717 w255783 w314686,0,1,1,0,0
240,w195317 w194130 w34893 w382355 w390708 w69002 w203431 w241910 w391554 w239044 w311583 w34893 w111248 w315535 w204762 w150363 w373033 w279167 w36882 w54604 w300670 w247466,1,1,1,0,0
241,w195317 w102200 w381413 w186076 w194870 w390515 w52100 w500005 w241910 w217871 w34893 w234583 w93366 w45765 w87179 w347032 w146192 w12685 w50916 w386149,0,0,1,0,0
242,w282225 w194870 w115114 w66980 w204762 w101681 w41301 w15393 w70831 w17500 w118932 w221983,1,0,0,0,1
243,w280631 w198528 w29840 w345757 w1867 w120979 w254429 w19283 w207614 w293558 w16587 w113361 w111246 w6691 w133070 w241910,0,1,1,0,0
244,w237465 w53495 w372126 w47982 w66980 w189406 w71392 w217871 w127234 w47554 w133157 w361596 w74022 w342007 w217871 w79536 w206085 w12685 w103141 w105773 w318673 w380347 w201668,1,0,1,0,0
245,w93366 w194870 w393987 w39222 w174897 w195317 w271715 w286461 w89538 w382662 w111248 w255331 w12685 w275199 w374393 w204762 w101681 w368809 w355126 w314686 w322219 w357832 w186076 w66980 w194870 w189105,0,0,1,0,0
246,w194870 w122953 w256905 w66217 w207614 w34893 w56481 w37419 w218713 w286461 w34893 w139762 w70856 w221983 w253354 w34893 w7718 w173355 w48776 w232277 w90685 w15393 w42634 w66980 w194870 w292769,1,0,0,0,1
247,w158995 w127737 w34893 w223408 w13033 w115771 w249178 w36882 w19617 w34893 w111248 w173688 w85858 w280823 w221983 w105773 w194870,0,1,0,0,1
248,w194870 w220342 w127737 w52101 w227000 w82660 w250138 w217871 w65018 w356634 w116919 w376233 w221983 w186076 w194870 w44158 w247037 w263923 w241910,0,0,1,1,1
249,w34893 w121255 w193800 w75397 w48576 w292000 w305137 w182664 w47586 w235668 w240587 w305925 w207614 w386149 w20894 w181937 w369717 w205991 w241910 w145683,1,0,1,0,0
250,w195317 w256553 w70995 w186457 w59869 w286461 w34893 w223408 w126704 w368487 w12685 w217871 w7678 w198528 w92187,0,0,1,0,0
251,w146650 w254429 w342153 w66980 w34893 w338587 w146650 w398736 w34893 w357077 w90437 w121255 w171137 w221983 w34893 w276703 w384027 w118355 w322224 w15393,1,0,0,0,1
252,w34893 w5797 w83112 w286461 w318036 w120979 w311583 w261297 w136665 w277040 w120979 w218713 w243012 w194870 w10271,0,1,0,0,0
253,w338587 w202988 w335875 w121255 w193800 w120979 w239661 w70440 w48576 w85032 w155034 w311583 w265585 w365201 w118125 w120979 w50916 w16587,0,1,0,0,0
254,w247655 w270233 w261113 w241392 w158353 w708 w93240 w216543 w47586 w276473 w217871 w188324 w250138 w141635 w173430 w12685,0,0,1,1,0
255,w364852 w152440 w133512 w327517 w311583 w324593 w74232 w392167 w270233 w239332 w48576 w264542 w245977 w331534 w75397,1,0,0,0,0
256,w232128 w293558 w119442 w151648 w205991 w30992 w250138 w217871 w382662 w204383 w222856 w176441 w393660 w15393,1,0,0,1,0
257,w350483 w37419 w358253 w162965 w286461 w81482 w12216 w309016 w185790 w36882 w311583 w186648 w327489 w33992 w66980 w29863,0,1,0,0,0
258,w133277 w361433 w90685 w173430 w104397 w280823 w221983 w311583 w93170 w100269 w380494 w241910 w228759 w264045,0,0,1,0,1
259,w500068 w269165 w262082 w18470 w34893 w115549 w213509 w500021 w120979 w135431 w225279 w273391 w193067,1,0,1,0,0
260,w194870 w371640 w360297 w301260 w352824 w33992 w218713 w225739 w250693 w91672 w84391 w66980 w290970 w334993 w261297 w34893 w171137 w280823 w221983,0,1,0,0,1
261,w279289 w395855 w286461 w308610 w111248 w173430 w15393 w111248 w121255 w193800 w75397,1,0,0,0,0
262,w186494 w223897 w330842 w185379 w116919 w284576 w280823 w221983 w34893 w286596 w188324 w174043 w33992 w207614 w34893 w82341 w279389,1,0,0,0,1
263,w83749 w282225 w194870 w115114 w378972 w320917 w358149 w333652 w69002 w386370 w345757 w219120 w233699 w378798 w123298,1,0,0,0,0
264,w186494 w270233 w223897 w185379 w116919 w331534 w276473 w188324 w250138 w34893 w286596 w103718 w47586 w178244 w250138 w207614 w34893 w82341 w279389,0,0,0,1,0
265,w373517 w350483 w37419 w162965 w286461 w369717 w100269 w33992 w311583 w380347 w115724 w302338 w33841 w71240,1,1,0,0,0
266,w231505 w209018 w384021 w111939 w4545 w34893 w374708 w225739 w254516 w187397 w374393 w132739 w115724 w162756 w380494 w241910,1,0,1,0,0
267,w318673 w91406 w82660 w250138 w125056 w28453 w225739 w318673 w253354 w311583 w121255 w193800 w277040 w234583 w239430 w323852,0,1,0,1,0
268,w112319 w66980 w194870 w167930 w260687 w195815 w39222 w207614 w194870 w316201 w20297 w87218 w236352 w82341 w374393 w34893 w321998 w209018 w186648 w500039 w250138 w48576 w386149 w293859 w198528 w241910,0,0,1,1,0
269,w133277 w361433 w90685 w337551 w98699 w121735 w221983 w311583 w349239 w206393 w15393 w228759 w99802,1,0,0,0,1
270,w147907 w173688 w85858 w221983 w311583 w239430 w333524 w254429 w50563 w311583 w380347 w22590 w217871 w34893 w62255 w169256 w111248 w132272 w104397 w221983,0,0,0,0,1
271,w237465 w125056 w66980 w254516 w223059 w111411 w195536 w111248 w286297 w116919 w376233 w221983,0,0,0,0,1
